before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
2,2,1.0,5.74,5.74,0.0,INCONCLUSIVE,1503.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
1,1,1.0,4.97,4.97,0.0,INCONCLUSIVE,3190.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
0,0,1.0,5.59,5.59,0.0,INCONCLUSIVE,9487.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
1232,1232,1.0,36.3,36.3,0.0,INTACT,11.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.1 m here) -- partial damage is ruled out, not merely undetected"
1223,1223,1.0,36.31,36.31,0.0,INTACT,11.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.1 m here) -- partial damage is ruled out, not merely undetected"
1209,1209,1.0,36.61,36.61,0.0,INTACT,11.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.2 m here) -- partial damage is ruled out, not merely undetected"
1191,1191,1.0,43.07,43.07,0.0,INTACT,12.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.8 m here) -- partial damage is ruled out, not merely undetected"
1190,1190,1.0,37.54,37.54,0.0,INTACT,12.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.4 m here) -- partial damage is ruled out, not merely undetected"
1188,1188,1.0,39.5,39.5,0.0,INTACT,12.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.9 m here) -- partial damage is ruled out, not merely undetected"
1186,1186,1.0,51.06,51.06,0.0,INTACT,12.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.8 m here) -- partial damage is ruled out, not merely undetected"
1185,1185,1.0,42.86,42.86,0.0,INTACT,12.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.7 m here) -- partial damage is ruled out, not merely undetected"
1184,1184,1.0,51.03,51.03,0.0,INTACT,12.1,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.8 m here) -- partial damage is ruled out, not merely undetected"
1180,1180,1.0,42.12,42.12,0.0,INTACT,12.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.5 m here) -- partial damage is ruled out, not merely undetected"
1175,1175,1.0,40.38,40.38,0.0,INTACT,12.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.1 m here) -- partial damage is ruled out, not merely undetected"
1174,1174,1.0,64.38,64.38,0.0,INTACT,12.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (16.1 m here) -- partial damage is ruled out, not merely undetected"
1170,1170,1.0,40.12,40.12,0.0,INTACT,12.4,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.0 m here) -- partial damage is ruled out, not merely undetected"
1169,1169,1.0,52.04,52.04,0.0,INTACT,12.4,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (13.0 m here) -- partial damage is ruled out, not merely undetected"
1167,1167,1.0,50.29,50.29,0.0,INTACT,12.4,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.6 m here) -- partial damage is ruled out, not merely undetected"
1160,1160,1.0,29.25,29.25,0.0,INTACT,12.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.3 m here) -- partial damage is ruled out, not merely undetected"
1159,1159,1.0,49.42,49.42,0.0,INTACT,12.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.4 m here) -- partial damage is ruled out, not merely undetected"
1157,1157,1.0,50.34,50.34,0.0,INTACT,12.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.6 m here) -- partial damage is ruled out, not merely undetected"
1156,1156,1.0,35.08,35.08,0.0,INTACT,12.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.8 m here) -- partial damage is ruled out, not merely undetected"
1155,1155,1.0,53.94,53.94,0.0,INTACT,12.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (13.5 m here) -- partial damage is ruled out, not merely undetected"
1153,1153,1.0,29.15,29.15,0.0,INTACT,12.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.3 m here) -- partial damage is ruled out, not merely undetected"
1151,1151,1.0,45.57,45.57,0.0,INTACT,12.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.4 m here) -- partial damage is ruled out, not merely undetected"
1150,1150,1.0,62.42,62.42,0.0,INTACT,12.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (15.6 m here) -- partial damage is ruled out, not merely undetected"
1149,1149,1.0,47.28,47.28,0.0,INTACT,12.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.8 m here) -- partial damage is ruled out, not merely undetected"
1144,1144,1.0,66.64,66.64,0.0,INTACT,12.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (16.7 m here) -- partial damage is ruled out, not merely undetected"
1143,1143,1.0,33.83,33.83,0.0,INTACT,12.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.5 m here) -- partial damage is ruled out, not merely undetected"
1142,1142,1.0,27.85,27.85,0.0,INTACT,12.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.0 m here) -- partial damage is ruled out, not merely undetected"
1130,1130,1.0,54.49,54.49,0.0,INTACT,13.1,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (13.6 m here) -- partial damage is ruled out, not merely undetected"
1127,1127,1.0,28.84,28.84,0.0,INTACT,13.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.2 m here) -- partial damage is ruled out, not merely undetected"
1126,1126,1.0,36.77,36.77,0.0,INTACT,13.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.2 m here) -- partial damage is ruled out, not merely undetected"
1115,1115,1.0,44.33,44.33,0.0,INTACT,13.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.1 m here) -- partial damage is ruled out, not merely undetected"
1114,1114,1.0,42.75,42.75,0.0,INTACT,13.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.7 m here) -- partial damage is ruled out, not merely undetected"
1109,1109,1.0,32.73,32.73,0.0,INTACT,13.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.2 m here) -- partial damage is ruled out, not merely undetected"
1107,1107,1.0,47.13,47.13,0.0,INTACT,13.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.8 m here) -- partial damage is ruled out, not merely undetected"
1105,1105,1.0,58.16,58.16,0.0,INTACT,13.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (14.5 m here) -- partial damage is ruled out, not merely undetected"
1095,1095,1.0,46.44,46.44,0.0,INTACT,13.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.6 m here) -- partial damage is ruled out, not merely undetected"
1094,1094,1.0,49.52,49.52,0.0,INTACT,13.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.4 m here) -- partial damage is ruled out, not merely undetected"
1091,1091,1.0,44.28,44.28,0.0,INTACT,13.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.1 m here) -- partial damage is ruled out, not merely undetected"
1086,1086,1.0,46.9,46.9,0.0,INTACT,14.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.7 m here) -- partial damage is ruled out, not merely undetected"
1085,1085,1.0,59.76,59.76,0.0,INTACT,14.1,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (14.9 m here) -- partial damage is ruled out, not merely undetected"
1083,1083,1.0,33.82,33.82,0.0,INTACT,14.1,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.5 m here) -- partial damage is ruled out, not merely undetected"
1082,1082,1.0,28.94,28.94,0.0,INTACT,14.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.2 m here) -- partial damage is ruled out, not merely undetected"
1081,1081,1.0,42.84,42.84,0.0,INTACT,14.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.7 m here) -- partial damage is ruled out, not merely undetected"
1077,1077,1.0,28.58,28.58,0.0,INTACT,14.4,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.1 m here) -- partial damage is ruled out, not merely undetected"
1074,1074,1.0,28.03,28.03,0.0,INTACT,14.4,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.0 m here) -- partial damage is ruled out, not merely undetected"
1069,1069,1.0,49.08,49.08,0.0,INTACT,14.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.3 m here) -- partial damage is ruled out, not merely undetected"
1064,1064,1.0,39.16,39.16,0.0,INTACT,14.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.8 m here) -- partial damage is ruled out, not merely undetected"
1056,1056,1.0,49.12,49.12,0.0,INTACT,15.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.3 m here) -- partial damage is ruled out, not merely undetected"
1055,1055,1.0,50.19,50.19,0.0,INTACT,15.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.5 m here) -- partial damage is ruled out, not merely undetected"
1049,1049,1.0,27.52,27.52,0.0,INTACT,15.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (6.9 m here) -- partial damage is ruled out, not merely undetected"
1046,1046,1.0,50.26,50.26,0.0,INTACT,15.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.6 m here) -- partial damage is ruled out, not merely undetected"
1044,1044,1.0,39.27,39.27,0.0,INTACT,15.5,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.8 m here) -- partial damage is ruled out, not merely undetected"
1037,1037,1.0,43.68,43.68,0.0,INTACT,15.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (10.9 m here) -- partial damage is ruled out, not merely undetected"
1036,1036,1.0,33.59,33.59,0.0,INTACT,15.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.4 m here) -- partial damage is ruled out, not merely undetected"
1028,1028,1.0,49.06,49.06,0.0,INTACT,15.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (12.3 m here) -- partial damage is ruled out, not merely undetected"
1018,1018,1.0,39.43,39.43,0.0,INTACT,16.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (9.9 m here) -- partial damage is ruled out, not merely undetected"
1014,1014,1.0,43.81,43.81,0.0,INTACT,16.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.0 m here) -- partial damage is ruled out, not merely undetected"
999,999,1.0,31.2,31.2,0.0,INTACT,16.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (7.8 m here) -- partial damage is ruled out, not merely undetected"
993,993,1.0,32.78,32.78,0.0,INTACT,16.8,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (8.2 m here) -- partial damage is ruled out, not merely undetected"
986,986,1.0,45.71,45.71,0.0,INTACT,16.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.4 m here) -- partial damage is ruled out, not merely undetected"
983,983,1.0,58.62,58.62,0.0,INTACT,17.0,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (14.7 m here) -- partial damage is ruled out, not merely undetected"
975,975,1.0,45.13,45.13,0.0,INTACT,17.3,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.3 m here) -- partial damage is ruled out, not merely undetected"
967,967,1.0,25.68,25.68,0.0,INTACT,17.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (6.4 m here) -- partial damage is ruled out, not merely undetected"
964,964,1.0,45.7,45.7,0.0,INTACT,17.7,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.4 m here) -- partial damage is ruled out, not merely undetected"
960,960,1.0,45.06,45.06,0.0,INTACT,17.9,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.3 m here) -- partial damage is ruled out, not merely undetected"
955,955,1.0,45.54,45.54,0.0,INTACT,18.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.4 m here) -- partial damage is ruled out, not merely undetected"
953,953,1.0,45.64,45.64,0.0,INTACT,18.2,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.4 m here) -- partial damage is ruled out, not merely undetected"
939,939,1.0,26.4,26.4,0.0,INTACT,18.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (6.6 m here) -- partial damage is ruled out, not merely undetected"
938,938,1.0,26.06,26.06,0.0,INTACT,18.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (6.5 m here) -- partial damage is ruled out, not merely undetected"
937,937,1.0,56.64,56.64,0.0,INTACT,18.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (14.2 m here) -- partial damage is ruled out, not merely undetected"
936,936,1.0,26.28,26.28,0.0,INTACT,18.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (6.6 m here) -- partial damage is ruled out, not merely undetected"
933,933,1.0,45.81,45.81,0.0,INTACT,18.6,"change +0.0 m within +/-6.4 m, and that band is tighter than the 25% damage threshold (11.5 m here) -- partial damage is ruled out, not merely undetected"
